episode,total_reward,steps,epsilon,table_size,delivered_units,spoiled_units,deliveries_count,distance
234,-1215.4119999999998,200,0.8668333333333333,1107,18.0,274.0,4,171
235,-1263.1719999999993,200,0.8662666666666667,1109,36.0,326.0,8,176
236,-1197.3700000000003,200,0.8657,1109,31.0,298.0,7,168
237,-1453.9799999999998,200,0.8651333333333333,1111,16.0,320.0,4,177
238,-1549.018,200,0.8645666666666667,1116,0.0,299.0,0,177
239,-1566.63,200,0.864,1119,0.0,302.0,0,181
240,-1662.276,200,0.8634333333333333,1119,0.0,321.0,0,180
241,-1736.3920000000003,200,0.8628666666666667,1119,9.0,357.0,2,176
242,-1391.4960000000003,200,0.8623000000000001,1121,18.0,309.0,3,182
243,-1651.6999999999994,200,0.8617333333333334,1122,0.0,319.0,0,176
244,-1802.5540000000003,200,0.8611666666666666,1122,6.0,362.0,1,172
245,-1662.6999999999998,200,0.8606,1122,5.0,332.0,1,177
246,-731.1099999999998,200,0.8600333333333333,1122,34.0,213.0,7,173
247,-1161.3840000000002,200,0.8594666666666667,1129,19.0,263.0,3,171
248,-1289.682,200,0.8589,1129,7.0,261.0,2,174
249,-1395.372,200,0.8583333333333334,1130,24.0,320.0,4,168
250,-1617.6699999999996,200,0.8577666666666667,1131,15.0,346.0,2,177
251,-1371.302,200,0.8572,1131,5.0,275.0,1,166
252,-1227.338,200,0.8566333333333334,1131,13.0,264.0,3,170
253,-1105.1999999999998,200,0.8560666666666666,1132,34.0,286.0,7,178
254,-1666.5339999999999,200,0.8554999999999999,1132,0.0,322.0,0,165
255,-1866.1140000000005,200,0.8549333333333333,1132,10.0,385.0,2,169
256,-1741.1500000000003,200,0.8543666666666667,1137,8.0,355.0,2,175
257,-1169.8840000000002,200,0.8538,1144,15.0,256.0,4,174
258,-1879.4520000000007,200,0.8532333333333333,1145,1.0,368.0,1,174
259,-969.5179999999997,200,0.8526666666666667,1148,36.0,263.0,6,169
260,-1355.736000000001,200,0.8521000000000001,1148,4.0,268.0,1,174
261,-1485.8340000000003,200,0.8515333333333334,1149,0.0,287.0,0,177
262,-1101.8719999999998,200,0.8509666666666666,1150,11.0,234.0,3,179
263,-1228.9919999999997,200,0.8504,1151,22.0,286.0,5,176
264,-1708.3259999999998,200,0.8498333333333333,1152,7.0,347.0,1,176
265,-675.1479999999999,200,0.8492666666666666,1153,36.0,208.0,10,175
266,-833.482,200,0.8487,1158,41.0,249.0,7,171
267,-1361.3719999999996,200,0.8481333333333333,1159,35.0,339.0,5,175
268,-1549.5500000000004,200,0.8475666666666667,1162,21.0,347.0,5,181
269,-1325.7019999999998,200,0.847,1163,27.0,318.0,7,179
270,-1388.462,200,0.8464333333333334,1172,20.0,313.0,3,184
271,-1255.4079999999994,200,0.8458666666666667,1172,17.0,278.0,4,171
272,-1411.5940000000003,200,0.8452999999999999,1174,18.0,311.0,3,175
273,-1199.908,200,0.8447333333333333,1183,19.0,272.0,3,185
274,-1109.9259999999995,200,0.8441666666666667,1184,29.0,276.0,4,176
275,-1201.7299999999998,200,0.8436,1184,16.0,265.0,4,175
276,-1676.6759999999997,200,0.8430333333333333,1184,3.0,331.0,1,178
277,-1633.3880000000004,200,0.8424666666666667,1185,19.0,359.0,3,175
278,-1428.0999999999992,200,0.8419,1185,22.0,324.0,4,180
279,-1219.4180000000001,200,0.8413333333333333,1188,18.0,275.0,3,178
280,-1749.9859999999996,200,0.8407666666666667,1192,8.0,358.0,2,173
281,-1251.9279999999999,200,0.8402000000000001,1193,20.0,283.0,3,180
282,-1213.7580000000003,200,0.8396333333333333,1194,35.0,313.0,9,184
283,-1335.9180000000003,200,0.8390666666666666,1194,11.0,282.0,3,173
284,-1309.2859999999994,200,0.8385,1194,13.0,280.0,3,165
285,-1088.212,200,0.8379333333333333,1197,21.0,255.0,5,175
286,-1298.1439999999993,200,0.8373666666666667,1197,0.0,250.0,0,173
287,-1264.4719999999995,200,0.8368,1199,0.0,243.0,0,185
288,-1859.1759999999995,200,0.8362333333333334,1199,7.0,376.0,3,178
289,-1487.7720000000002,200,0.8356666666666667,1203,14.0,318.0,2,175
290,-1012.1120000000001,200,0.8351,1204,9.0,212.0,2,175
291,-1839.7000000000003,200,0.8345333333333333,1204,4.0,366.0,1,174
292,-1484.4159999999997,200,0.8339666666666666,1204,9.0,306.0,2,175
293,-793.5599999999998,200,0.8334,1206,28.0,210.0,5,183
294,-1891.932,200,0.8328333333333333,1210,10.0,391.0,3,173
295,-1225.0640000000005,200,0.8322666666666667,1210,11.0,259.0,2,168
296,-1586.9679999999994,200,0.8317,1212,0.0,306.0,0,176
297,-1399.0060000000003,200,0.8311333333333333,1212,5.0,280.0,1,169
298,-1653.6560000000006,200,0.8305666666666667,1212,0.0,321.0,0,169
299,-1155.1559999999995,200,0.83,1213,19.0,262.0,3,170
300,-1395.5,200,0.8294333333333334,1220,22.0,319.0,6,179
301,-1156.3660000000002,200,0.8288666666666666,1220,28.0,285.0,5,168
302,-1513.9719999999998,200,0.8283,1220,11.0,315.0,1,169
303,-1634.5360000000007,200,0.8277333333333333,1220,10.0,337.0,1,179
304,-1462.214000000001,200,0.8271666666666666,1220,12.0,308.0,2,176
305,-842.1080000000004,200,0.8266,1220,29.0,221.0,5,177
306,-1440.2199999999998,200,0.8260333333333334,1222,10.0,299.0,1,183
307,-1270.7160000000001,200,0.8254666666666667,1223,15.0,278.0,4,172
308,-1480.7579999999991,200,0.8249,1225,11.0,310.0,3,174
309,-1323.6779999999997,200,0.8243333333333334,1229,8.0,273.0,2,175
310,-1405.6559999999995,200,0.8237666666666666,1231,28.0,333.0,6,174
311,-1262.3559999999998,200,0.8232,1231,21.0,289.0,4,179
312,-1449.1739999999998,200,0.8226333333333333,1233,10.0,301.0,2,180
313,-1379.2139999999995,200,0.8220666666666667,1234,13.0,296.0,4,177
314,-1446.6359999999997,200,0.8215,1235,9.0,298.0,1,171
315,-1374.4479999999996,200,0.8209333333333333,1236,35.0,346.0,6,175
316,-1660.6900000000003,200,0.8203666666666667,1236,0.0,321.0,0,174
317,-1368.1799999999992,200,0.8198,1238,28.0,329.0,6,179
318,-1595.1359999999997,200,0.8192333333333334,1238,7.0,323.0,1,181
319,-1773.9020000000005,200,0.8186666666666667,1239,2.0,348.0,1,184
320,-1039.842,200,0.8181,1243,21.0,246.0,5,166
321,-1440.7720000000006,200,0.8175333333333333,1243,19.0,320.0,3,177
322,-1468.812,200,0.8169666666666666,1243,25.0,338.0,7,173
323,-830.082,200,0.8164,1243,34.0,233.0,7,170
324,-1093.8580000000002,200,0.8158333333333333,1246,25.0,265.0,5,162
325,-828.6859999999997,200,0.8152666666666667,1253,32.0,224.0,7,171
326,-1581.7900000000009,200,0.8147,1254,7.0,319.0,1,174
327,-1345.6820000000002,200,0.8141333333333334,1255,24.0,312.0,4,174
328,-1153.5720000000003,200,0.8135666666666667,1256,22.0,268.0,3,174
329,-1152.8480000000002,200,0.813,1257,37.0,301.0,7,177
330,-1395.5740000000005,200,0.8124333333333333,1259,9.0,287.0,2,183
331,-1302.03,200,0.8118666666666667,1259,15.0,282.0,4,181
332,-1772.9699999999998,200,0.8113,1259,0.0,344.0,0,175
333,-1679.214,200,0.8107333333333333,1259,16.0,361.0,5,170
334,-1596.1660000000002,200,0.8101666666666667,1259,10.0,330.0,3,167
335,-1638.5579999999998,200,0.8096,1259,25.0,374.0,5,167
336,-1008.234,200,0.8090333333333334,1260,25.0,247.0,4,163
337,-1177.6419999999998,200,0.8084666666666667,1260,0.0,225.0,0,165
338,-1068.37,200,0.8079000000000001,1261,30.0,270.0,8,182
339,-1186.4019999999998,200,0.8073333333333333,1262,14.0,257.0,2,177
340,-1602.9339999999997,200,0.8067666666666666,1263,0.0,310.0,0,184
341,-909.722,200,0.8062,1267,16.0,209.0,5,163
342,-1488.0560000000003,200,0.8056333333333333,1267,12.0,313.0,3,158
343,-1308.732,200,0.8050666666666667,1270,15.0,283.0,2,173
344,-1487.5680000000004,200,0.8045,1270,8.0,304.0,2,166
345,-1715.8779999999995,200,0.8039333333333334,1270,6.0,346.0,2,171
346,-1010.632,200,0.8033666666666667,1270,18.0,231.0,2,170
347,-1070.7519999999997,200,0.8028,1271,34.0,280.0,7,174
348,-1349.6560000000002,200,0.8022333333333334,1275,7.0,274.0,1,169
349,-1959.9420000000002,200,0.8016666666666666,1276,0.0,382.0,0,176
350,-1362.8640000000007,200,0.8011,1277,26.0,318.0,4,170
351,-1352.706,200,0.8005333333333333,1278,21.0,307.0,5,177
352,-995.5599999999993,200,0.7999666666666667,1278,29.0,252.0,6,168
353,-1690.4779999999996,200,0.7994,1281,0.0,327.0,0,172
354,-1458.0799999999995,200,0.7988333333333333,1284,5.0,292.0,3,177
355,-1688.5900000000001,200,0.7982666666666667,1284,3.0,333.0,1,174
356,-1252.716,200,0.7977000000000001,1287,38.0,324.0,7,180
357,-993.1040000000003,200,0.7971333333333334,1287,28.0,253.0,6,178
358,-935.0279999999992,200,0.7965666666666666,1288,44.0,276.0,9,179
359,-1198.6800000000003,200,0.796,1289,22.0,276.0,3,168
360,-1340.5380000000005,200,0.7954333333333333,1289,12.0,283.0,3,167
361,-1547.3340000000003,200,0.7948666666666666,1289,19.0,340.0,4,159
362,-1676.6559999999997,200,0.7943,1289,0.0,324.0,0,176
363,-1028.618,200,0.7937333333333334,1290,18.0,237.0,4,174
364,-1203.076,200,0.7931666666666667,1290,12.0,258.0,5,174
365,-1411.2220000000004,200,0.7926,1290,8.0,288.0,1,180
366,-1461.2120000000007,200,0.7920333333333334,1290,7.0,296.0,1,183
367,-880.4619999999998,200,0.7914666666666667,1291,15.0,200.0,3,183
368,-1695.622000000001,200,0.7909,1291,0.0,327.0,0,188
369,-1408.2620000000009,200,0.7903333333333333,1294,26.0,330.0,4,182
370,-1265.924,200,0.7897666666666667,1294,24.0,296.0,5,182
371,-1085.992,200,0.7892,1294,24.0,261.0,4,177
