episode,total_reward,steps,epsilon,replay_size,mean_loss,delivered_units,spoiled_units,deliveries_count,distance
225,-108.38260000000005,200,0.8154333333333333,45200,0.6806750218570232,25.0,261.0,5,175
226,-137.07420000000008,200,0.8146166666666667,45400,0.7562786200642586,5.0,275.0,1,169
227,-186.69519999999991,200,0.8138,45600,0.7195534431934356,13.0,390.0,3,182
228,-131.58999999999997,200,0.8129833333333334,45800,0.7361601659655571,5.0,262.0,1,181
229,-73.86819999999997,200,0.8121666666666667,46000,0.7132267682999373,23.0,189.0,6,174
230,-119.10719999999993,200,0.81135,46200,0.7037905843555927,23.0,276.0,4,177
231,-153.5658000000001,200,0.8105333333333333,46400,0.7121706677973271,14.0,329.0,3,171
232,-155.18800000000002,200,0.8097166666666666,46600,0.6795804186165333,4.0,308.0,2,174
233,-172.4563999999999,200,0.8089,46800,0.720231309980154,4.0,343.0,1,176
234,-107.80359999999997,200,0.8080833333333334,47000,0.7084874406456947,22.0,254.0,8,177
235,-174.13160000000002,200,0.8072666666666667,47200,0.7141339388489724,6.0,351.0,1,177
236,-150.21460000000008,200,0.80645,47400,0.706361118927598,9.0,308.0,1,179
237,-127.26540000000007,200,0.8056333333333333,47600,0.7311746081709862,26.0,304.0,7,172
238,-103.10340000000002,200,0.8048166666666667,47800,0.7017760257422924,31.0,265.0,6,179
239,-128.4094,200,0.804,48000,0.7363367015123368,17.0,285.0,3,179
240,-137.57599999999996,200,0.8031833333333334,48200,0.7264379473030567,16.0,299.0,4,186
241,-166.3144000000001,200,0.8023666666666667,48400,0.7562547089159488,12.0,348.0,4,178
242,-155.02880000000005,200,0.80155,48600,0.7466322758793831,9.0,318.0,2,183
243,-163.61999999999995,200,0.8007333333333333,48800,0.7236274833977222,1.0,318.0,1,178
244,-167.53460000000004,200,0.7999166666666666,49000,0.7357020238041878,14.0,354.0,3,176
245,-130.4368,200,0.7991,49200,0.7651052601635456,26.0,311.0,5,175
246,-85.26639999999999,200,0.7982833333333333,49400,0.7270882685482501,26.0,221.0,6,171
247,-99.5876,200,0.7974666666666667,49600,0.7261333087086678,26.0,249.0,6,175
248,-94.47520000000002,200,0.7966500000000001,49800,0.7483855429291725,28.0,240.0,8,174
249,-151.4154,200,0.7958333333333334,50000,0.7261320526152849,17.0,328.0,4,187
250,-159.35539999999997,200,0.7950166666666667,50200,0.7542134436964989,12.0,334.0,3,173
251,-135.46999999999997,200,0.7942,50400,0.7543954509496689,6.0,274.0,1,167
252,-88.3228,200,0.7933833333333333,50600,0.7213395310938359,31.0,234.0,6,177
253,-127.03239999999997,200,0.7925666666666666,50800,0.7621413742005825,25.0,300.0,6,174
254,-127.85619999999999,200,0.79175,51000,0.7763199032843113,27.0,309.0,7,169
255,-127.23079999999996,200,0.7909333333333333,51200,0.7379208546876908,45.0,347.0,8,180
256,-180.96860000000004,200,0.7901166666666667,51400,0.797577751725912,4.0,359.0,1,185
257,-84.64899999999996,200,0.7893,51600,0.8024066841602325,28.0,220.0,9,183
258,-161.4614,200,0.7884833333333333,51800,0.8176746487617492,17.0,351.0,4,183
259,-109.30659999999995,200,0.7876666666666666,52000,0.7716923141479493,25.0,263.0,5,175
260,-133.20719999999994,200,0.78685,52200,0.7372175805270672,4.0,264.0,2,164
261,-127.55800000000002,200,0.7860333333333334,52400,0.7897842009365559,13.0,274.0,2,175
262,-109.9304,200,0.7852166666666667,52600,0.7362427730858326,9.0,230.0,2,172
263,-119.17960000000004,200,0.7844,52800,0.7815823334455491,27.0,286.0,5,178
264,-134.10919999999996,200,0.7835833333333333,53000,0.7950006951391697,29.0,325.0,6,180
265,-91.71739999999996,200,0.7827666666666666,53200,0.7224608816206455,27.0,233.0,5,180
266,-132.7332,200,0.78195,53400,0.7426506812870503,9.0,273.0,1,178
267,-150.23119999999994,200,0.7811333333333333,53600,0.7574786894023419,22.0,337.0,3,169
268,-129.1056,200,0.7803166666666667,53800,0.7788098266720772,41.0,338.0,9,175
269,-143.49639999999997,200,0.7795,54000,0.79383794054389,12.0,303.0,4,178
270,-150.16180000000006,200,0.7786833333333334,54200,0.784403246641159,14.0,319.0,2,172
271,-120.23119999999997,200,0.7778666666666667,54400,0.8156524078547954,23.0,282.0,5,179
272,-109.65460000000007,200,0.77705,54600,0.8074017481505871,37.0,291.0,8,176
273,-69.76019999999997,200,0.7762333333333333,54800,0.7941056919097901,42.0,222.0,14,174
274,-140.72500000000005,200,0.7754166666666666,55000,0.7691226197779178,11.0,294.0,1,177
275,-115.84739999999996,200,0.7746,55200,0.7594843928515911,17.0,258.0,4,183
276,-144.41,200,0.7737833333333333,55400,0.7866888098418713,17.0,317.0,5,169
277,-162.35719999999998,200,0.7729666666666667,55600,0.7881564553081989,23.0,363.0,4,175
278,-88.85360000000001,200,0.77215,55800,0.7813168881833553,60.0,306.0,11,175
279,-114.93359999999993,200,0.7713333333333333,56000,0.7946300974488258,23.0,270.0,6,184
280,-156.04299999999995,200,0.7705166666666667,56200,0.7766052886843682,20.0,346.0,5,174
281,-124.22619999999999,200,0.7697,56400,0.7538746637105942,20.0,283.0,4,185
282,-179.642,200,0.7688833333333334,56600,0.7848912133276462,0.0,348.0,0,184
283,-151.83899999999997,200,0.7680666666666667,56800,0.8017352756857872,0.0,293.0,0,177
284,-130.15819999999997,200,0.76725,57000,0.8096241843700409,14.0,279.0,3,158
285,-88.40919999999998,200,0.7664333333333333,57200,0.7759765814244747,33.0,239.0,7,183
286,-111.66800000000003,200,0.7656166666666666,57400,0.7820001155138016,11.0,239.0,3,176
287,-81.01720000000003,200,0.7648,57600,0.8042728084325791,25.0,209.0,5,176
288,-143.6356,200,0.7639833333333333,57800,0.7963556775450706,32.0,349.0,7,167
289,-149.35919999999993,200,0.7631666666666667,58000,0.7836540637910366,14.0,318.0,2,172
290,-94.13259999999997,200,0.76235,58200,0.7498918062448502,14.0,209.0,3,174
291,-180.9235999999999,200,0.7615333333333333,58400,0.8271873784065247,6.0,364.0,2,175
292,-145.727,200,0.7607166666666667,58600,0.7787753060460091,12.0,306.0,2,179
293,-104.79319999999994,200,0.7599,58800,0.7461365814507007,13.0,228.0,3,167
294,-147.4164,200,0.7590833333333333,59000,0.824328470826149,37.0,366.0,7,184
